grid:
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|2|2|2|2|2|2|2|2|2|0|0|0|0|0|0|0|0|0|0
0|2|1|1|1|2|1|1|1|2|0|0|0|0|0|0|0|0|0|0
0|2|3|5|3|1|1|4|1|2|0|0|0|0|0|0|0|0|0|0
0|2|5|5|5|2|1|1|1|2|0|0|0|0|0|0|0|0|0|0
0|2|2|4|2|2|2|1|2|2|0|0|0|0|0|0|0|0|0|0
0|2|1|1|1|2|1|1|1|2|0|0|0|0|0|0|0|0|0|0
0|2|1|3|1|1|1|3|1|2|0|0|0|0|0|0|0|0|0|0
0|2|1|1|1|2|1|1|1|2|0|0|0|0|0|0|0|0|0|0
0|2|2|2|2|2|2|2|2|2|0|0|0|0|0|0|0|0|0|0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
name: level4
playerstart: 4|4
