grid:
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|0|0|0|2|2|2|2|0|0|0|0|0|0|0|0|0|0|0|0
0|2|2|2|2|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0
0|2|1|1|1|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0
0|2|1|3|3|3|1|2|2|0|0|0|0|0|0|0|0|0|0|0
0|2|2|2|1|4|1|1|2|0|0|0|0|0|0|0|0|0|0|0
0|0|0|2|1|5|5|5|2|0|0|0|0|0|0|0|0|0|0|0
0|0|0|2|2|2|2|2|2|0|0|0|0|0|0|0|0|0|0|0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
name: Out-and-out
playerstart: 3|4
